Date,NIFTY,VIX,log_return,norm_return,norm_vix,regime
2008-03-04,4864.25,38.08000183105469,-0.01808091223675228,-1.3698115354895495,1.791237690258315,1
2008-03-05,4921.39990234375,35.5099983215332,0.011680481659729272,0.8410819783945837,1.518630807182073,1
2008-03-07,4771.60009765625,35.20000076293945,-0.03091132413728073,-2.322948157719253,1.4857485687351608,1
2008-03-10,4800.39990234375,32.58000183105469,0.006017528539995237,0.420396496881231,1.2078385426055962,1
2008-03-11,4865.89990234375,32.689998626708984,0.01355244588847619,0.9801451414290596,1.2195061856654592,1
2008-03-12,4872.0,32.36000061035156,0.0012528570873274933,0.06644193255091657,1.184502447216367,1
2008-03-13,4623.60009765625,34.150001525878906,-0.052330886848362665,-3.9141495790264744,1.3743724487465923,1
2008-03-14,4745.7998046875,31.110000610351562,0.02608633166147549,1.911253639091356,1.051911731840749,1
2008-03-17,4503.10009765625,33.43000030517578,-0.05249390504412863,-3.926259760186594,1.2980000672071157,1
2008-03-18,4533.0,37.84000015258789,0.006617901782132095,0.464996602359049,1.7657800948669058,1
2008-03-19,4573.9501953125,35.4900016784668,0.008993234932070661,0.641453682050266,1.5165097118146447,1
2008-03-24,4609.85009765625,35.209999084472656,0.007818132811706334,0.5541585215782249,1.4868091164188753,1
2008-03-25,4877.5,33.29999923706055,0.05643745381264009,4.165956471106489,1.284210519510321,1
2008-03-26,4828.85009765625,37.18000030517578,-0.010024429214414106,-0.7713171867113872,1.6957722133339694,1
2008-03-27,4830.25,37.279998779296875,0.00028986185864062055,-0.005096380217991697,1.7063793087101184,1
2008-03-28,4942.0,33.06999969482422,0.022871881407062488,1.6724608176628848,1.2598138764373776,1
2008-03-31,4734.5,35.13999938964844,-0.04289398312500061,-3.213107507351304,1.4793840687286206,1
2008-04-01,4739.5498046875,35.099998474121094,0.0010660288408502233,0.05256296707693133,1.4751410687242605,1
2008-04-02,4754.2001953125,33.619998931884766,0.0030863256888461164,0.20264535948405363,1.318153710275699,1
2008-04-03,4771.60009765625,36.68000030517578,0.0036532199206828287,0.24475839977328173,1.6427359271837223,1
2008-04-04,4647.0,36.93000030517578,-0.02645984878895571,-1.9922600854784431,1.6692540702588459,1
2008-04-07,4761.2001953125,30.989999771118164,0.02427792823044179,1.7769122359277465,1.0391829341450443,1
2008-04-08,4709.64990234375,31.399999618530273,-0.010886203780200618,-0.8353360900112411,1.082672672602857,1
2008-04-09,4747.0498046875,38.2400016784668,0.007909756784843095,0.5609650189025422,1.8082092856410041,1
2008-04-10,4733.0,30.520000457763672,-0.00296408041381469,-0.2468229569283435,0.9893288979980673,1
2008-04-11,4777.7998046875,33.83000183105469,0.009420897706035044,0.6732235936470252,1.340429257981214,1
2008-04-15,4879.64990234375,30.229999542236328,0.02109332733837611,1.5403368429516124,0.9585677549185836,1
2008-04-16,4887.2998046875,27.940000534057617,0.0015664878263013712,0.0897407124724447,0.7156616695554869,1
2008-04-17,4958.39990234375,27.100000381469727,0.014443124561409898,1.046311252727256,0.6265606926376817,1
2008-04-21,5037.0,27.100000381469727,0.015727578407280188,1.1417298573327976,0.6265606926376817,1
2008-04-22,5049.2998046875,39.619998931884766,0.0024389143734745633,0.15455092267948647,1.9545891440786651,1
2008-04-23,5022.7998046875,32.369998931884766,-0.005262072889500719,-0.41753460696464856,1.1855629949000812,1
2008-04-24,4999.85009765625,28.729999542236328,-0.0045795767315603185,-0.36683381203247095,0.7994588964678421,1
2008-04-25,5111.7001953125,27.399999618530273,0.02212413660015115,1.616912876951806,0.6583823834008796,1
2008-04-28,5089.64990234375,27.6200008392334,-0.004323021384082487,-0.34777500868260214,0.6817184787901088,1
2008-04-29,5195.5,26.15999984741211,0.0205838195785686,1.5024868885660674,0.5268524180263517,1
2008-04-30,5165.89990234375,26.15999984741211,-0.005713548064716786,-0.45107347749056537,0.5268524180263517,1
2008-05-02,5228.2001953125,24.209999084472656,0.011987769688960374,0.8639095755523094,0.3200108211134375,1
2008-05-05,5192.25,25.06999969482422,-0.00689995869070044,-0.5392087162805931,0.41123329803342284,1
2008-05-06,5144.64990234375,24.90999984741211,-0.0092098084650326,-0.7108012129855757,0.3942617026507338,1
2008-05-07,5135.5,25.059999465942383,-0.0017801111553528285,-0.15886908073301523,0.41017254803233283,1
2008-05-08,5081.7001953125,25.940000534057617,-0.010531319910933291,-0.808972726538605,0.5035165249544983,1
2008-05-09,4982.60009765625,27.530000686645508,-0.019694026964064176,-1.4896454686772849,0.6721719310976743,1
2008-05-12,5012.64990234375,31.5,0.006012835141285264,0.4200478369763205,1.0932799702963816,1
2008-05-13,4957.7998046875,33.43000030517578,-0.01100264333194762,-0.8439860695993092,1.2980000672071157,1
2008-05-14,5011.75,29.219999313354492,0.010823100944386392,0.7773894823685487,0.8514344326169992,1
2008-05-15,5115.25,29.020000457763672,0.020441118562082982,1.4918860157416927,0.8302200395473258,1
2008-05-16,5157.7001953125,23.25,0.008264507492955415,0.5873184901928791,0.21818124881730327,1
2008-05-20,5104.9501953125,24.989999771118164,-0.010280086048683846,-0.790309241943516,0.40274750034207835,1
2008-05-21,5117.64990234375,27.860000610351562,0.0024846347197979898,0.15794736363553155,0.7071758718641424,1
2008-05-22,5025.4501953125,34.86000061035156,-0.018180289189540084,-1.3771939807174964,1.4496838779676027,1
2008-05-23,4946.5498046875,34.029998779296875,-0.01582471663631613,-1.2022048623475394,1.3616434487335118,1
2008-05-26,4875.0498046875,33.0099983215332,-0.014560003658967207,-1.1082527535091027,1.2534493764308374,1
2008-05-27,4859.7998046875,28.59000015258789,-0.0031330761309393933,-0.25937719199424125,0.7846088010873331,1
2008-05-28,4918.35009765625,32.630001068115234,0.011975883645505798,0.8630265935095035,1.2131420902936705,1
2008-05-29,4835.2998046875,28.079999923706055,-0.017029994101201647,-1.2917416676065543,0.7305117649359959,1
2008-05-30,4870.10009765625,26.68000030517578,0.007171356659648312,0.5061112693395092,0.582010204178779,1
2008-06-02,4739.60009765625,29.489999771118164,-0.027161726252020037,-2.0444006651847526,0.8800740756943028,1
2008-06-03,4715.89990234375,28.489999771118164,-0.005013007232851876,-0.3990321925034321,0.7740015033938085,1
2008-06-04,4585.60009765625,29.81999969482422,-0.0280187773839173,-2.108068677347406,0.9150780164607709,1
2008-06-05,4676.9501953125,30.31999969482422,0.019725249885616313,1.4387060666069822,0.9681143026110182,1
2008-06-09,4500.9501953125,32.43000030517578,-0.038357700833431756,-2.8761193565119476,1.1919274949066214,1
2008-06-10,4449.7998046875,30.229999542236328,-0.011429421544689062,-0.8756902695335962,0.9585677549185836,1
2008-06-11,4523.60009765625,29.639999389648438,0.016449051147708362,1.195326117232622,0.8959849210759019,1
2008-06-12,4539.35009765625,29.229999542236328,0.003475692907089307,0.23157039775098606,0.8524951826180892,1
2008-06-13,4517.10009765625,30.700000762939453,-0.0049136348760890885,-0.39165008870176166,1.0084219933829364,1
2008-06-16,4572.5,29.020000457763672,0.012189884648677788,0.878924149636187,0.8302200395473258,1
2008-06-17,4653.0,28.959999084472656,0.017452071579627682,1.2698377941701007,0.8238555395407856,1
2008-06-18,4582.39990234375,31.81999969482422,-0.015289315829534852,-1.162431383485684,1.1272231610617596,1
2008-06-19,4504.25,32.31999969482422,-0.017201461519304104,-1.30447951865761,1.1802594472120067,1
2008-06-20,4347.5498046875,28.190000534057617,-0.035408972395669855,-2.657066290653221,0.7421798126306105,1
2008-06-23,4266.39990234375,31.1200008392334,-0.018842065703361617,-1.426355569288852,1.0529724818418391,1
2008-06-24,4191.10009765625,34.04999923706055,-0.017807104801721943,-1.3494711211841097,1.3637649487356918,1
2008-06-25,4252.64990234375,36.459999084472656,0.014579042457853951,1.0564082258970664,1.619399831794493,1
2008-06-26,4315.85009765625,32.849998474121094,0.014752019946292822,1.069258255992017,1.2364777810481482,1
2008-06-27,4136.64990234375,32.20000076293945,-0.04240805709320918,-3.1770093758037046,1.167530851833678,1
2008-06-30,4040.550048828125,30.959999084472656,-0.023505424518432384,-1.7727838915984884,1.0360006841417742,1
2008-07-01,3896.75,31.420000076293945,-0.036237961018401016,-2.718649614856888,1.084794172605037,1
2008-07-02,4093.35009765625,35.380001068115234,0.049220857174104585,3.6298550117476776,1.50484166412003,1
2008-07-03,3925.75,36.2599983215332,-0.04180631377820185,-3.132307491315353,1.598185236407444,1
2008-07-04,4016.0,35.66999816894531,0.022728966606501914,1.6618440633973943,1.5356024025647623,1
2008-07-07,4030.0,37.290000915527344,0.0034799935691636496,0.23188988231271873,1.7074402610285841,1
2008-07-08,3988.550048828125,36.040000915527344,-0.010338607384927605,-0.7946566338424034,1.5748495456529663,1
2008-07-09,4157.10009765625,34.27000045776367,0.04138997070841422,3.048119621423615,1.387101044124921,1
2008-07-10,4162.2001953125,32.16999816894531,0.001226088280398324,0.06445335023451124,1.164348399513032,1
2008-07-11,4049.0,33.0099983215332,-0.027573890512452303,-2.0750192341003797,1.2534493764308374,1
2008-07-14,4039.699951171875,31.510000228881836,-0.0022995173469942992,-0.19745436286615978,1.0943407202974715,1
2008-07-15,3861.10009765625,49.77000045776367,-0.045218277438091696,-3.385773049800187,3.031225914782583,1
2008-07-16,3816.699951171875,31.100000381469727,-0.011565980139766415,-0.885834838473203,1.050850981839659,1
2008-07-17,3947.199951171875,35.34000015258789,0.033620292297464015,2.470931212053911,1.50059866411567,1
2008-07-18,4092.25,36.25,0.0360884866196913,2.65428669725056,1.5971246887237296,1
2008-07-21,4159.5,40.47999954223633,0.016299933699478398,1.184248585036203,2.0458116209986503,1
2008-07-22,4240.10009765625,35.54999923706055,0.01919200216119292,1.3990925344141727,1.5228738071864334,1
2008-07-23,4476.7998046875,37.77000045776367,0.054321584958322885,4.008774292660458,1.7583550471766511,1
2008-07-24,4433.5498046875,40.290000915527344,-0.009707888368776924,-0.7478022228312383,2.025657977930067,1
2008-07-25,4311.85009765625,42.290000915527344,-0.027833504484506066,-2.0943052544031864,2.237803122531056,1
2008-07-28,4332.10009765625,54.060001373291016,0.004685366432601327,0.3214337744723316,3.4862773470640445,1
2008-07-29,4189.85009765625,61.72999954223633,-0.03338747836226951,-2.506894962578138,4.299853782384155,1
2008-07-30,4313.5498046875,51.720001220703125,0.029096228625124503,2.134850749412787,3.2380675116954976,1
2008-07-31,4332.9501953125,39.060001373291016,0.004487462714620029,0.306732042154944,1.8951887625566293,1
2008-08-01,4413.5498046875,38.4900016784668,0.018430661620246206,1.3425346033679684,1.8347274287161277,1
2008-08-04,4395.35009765625,40.2400016784668,-0.004132123903968879,-0.33359375084004195,2.020354430241993,1
2008-08-05,4502.85009765625,35.65999984741211,0.02416336519195173,1.7684016574377222,1.5345418548810479,1
2008-08-06,4517.5498046875,34.91999816894531,0.0032592169311085736,0.21548898258366342,1.4560479733393914,1
2008-08-07,4523.85009765625,35.66999816894531,0.0013936545350367135,0.07690139439583225,1.5356024025647623,1
2008-08-08,4529.5,35.13999938964844,0.001248135334716441,0.06609116631132941,1.4793840687286206,1
2008-08-11,4620.39990234375,31.3700008392334,0.01986970216929604,1.4494370363379063,1.0794906249169627,1
2008-08-12,4552.25,33.88999938964844,-0.01485964406668586,-1.1305122295345547,1.3467933533530028,1
2008-08-13,4529.0498046875,34.7599983215332,-0.005109454876393555,-0.40619702726478096,1.4390763779567024,1
2008-08-14,4430.7001953125,35.2400016784668,-0.021954532153550886,-1.6575722895419633,1.489991568739521,1
2008-08-19,4368.25,34.91999816894531,-0.014195157962860512,-1.0811493528452583,1.4560479733393914,1
2008-08-20,4415.75,33.95000076293945,0.010815223816405003,0.7768043118210043,1.353157853359543,1
2008-08-21,4283.85009765625,36.54999923706055,-0.03032553429014587,-2.2794314132403346,1.6289463794869277,1
2008-08-22,4327.4501953125,35.7599983215332,0.010126338356580568,0.7256288729207788,1.5451489502571967,1
2008-08-25,4335.35009765625,45.11000061035156,0.0018238685567018873,0.10886083128880615,2.5369277440476696,1
2008-08-26,4337.5,33.900001525878906,0.0004957775964252001,0.010200543395804978,1.3478543056714685,1
2008-08-27,4292.10009765625,32.79999923706055,-0.010521998862159846,-0.808280291018028,1.231174233360074,1
2008-08-28,4214.0,33.310001373291016,-0.018363831028820478,-1.3908288078832818,1.2852714718287868,1
2008-08-29,4360.0,31.670000076293945,0.03405974197894556,2.5035767411526293,1.1113123156801605,1
2008-09-01,4348.64990234375,31.280000686645508,-0.002606627711540453,-0.22026876179463048,1.0699440772245281,1
2008-09-02,4504.0,30.450000762939453,0.03510046118798673,2.5808889583507546,0.9819038503078128,1
2008-09-04,4447.75,31.229999542236328,-0.012567540504641407,-0.9602380509762077,1.0646403272190779,1
2008-09-05,4352.2998046875,32.650001525878906,-0.021693954207102673,-1.63821465818681,1.2152635902958506,1
2008-09-08,4482.2998046875,30.770000457763672,0.02943186784319624,2.1597844797622807,1.0158470410731908,1
2008-09-09,4468.7001953125,30.360000610351562,-0.0030386816756627945,-0.2523648830397762,0.9723573026153782,1
2008-09-10,4400.25,32.119998931884766,-0.015436224801236593,-1.1733448539298612,1.1590448518249576,1
2008-09-11,4290.2998046875,32.72999954223633,-0.025304742451286402,-1.9064503576584888,1.2237491856698195,1
2008-09-12,4228.4501953125,30.43000030517578,-0.014521073204396558,-1.1053607152597456,0.9797823503056328,1
2008-09-15,4072.89990234375,33.119998931884766,-0.037480289375793695,-2.8109388307796177,1.265117424125452,1
2008-09-16,4074.89990234375,34.900001525878906,0.000490930088640157,0.0098404351442314,1.453926877971963,1
2008-09-17,4008.25,33.9900016784668,-0.016491445462295706,-1.251734344804075,1.357400853363903,1
2008-09-18,4038.14990234375,39.560001373291016,0.007431905033011946,0.525466703790139,1.9482250487068764,1
2008-09-19,4245.25,39.119998931884766,0.050014068724451716,3.6887805539417133,1.901552857928418,1
2008-09-22,4223.0498046875,37.970001220703125,-0.005243141287491266,-0.4161282294194394,1.7795696425637004,1
2008-09-23,4126.89990234375,38.7400016784668,-0.02303107341928404,-1.7375456305123749,1.8612455717912513,1
2008-09-24,4161.25,35.61000061035156,0.008289013769599644,0.5891389952495519,1.5292383071929736,1
2008-09-25,4110.5498046875,34.09000015258789,-0.012258717915639393,-0.9372964555206879,1.368007948740052,1
2008-09-26,3985.25,33.959999084472656,-0.030956746459839278,-2.3263224592953002,1.3542184010432572,1
2008-09-29,3850.050048828125,34.900001525878906,-0.034513897620804514,-2.590573604824247,1.453926877971963,1
2008-09-30,3921.199951171875,37.189998626708984,0.018311569042277057,1.3336875376324195,1.6968327610176839,1
2008-10-01,3950.75,35.540000915527344,0.00750771735398448,0.5310985962106917,1.521813259502719,1
2008-10-03,3818.300048828125,35.099998474121094,-0.034100124132218405,-2.559835490698471,1.4751410687242605,1
2008-10-06,3602.35009765625,33.75,-0.05821887279271458,-4.351552140865071,1.331943257972494,1
2008-10-07,3606.60009765625,39.29999923706055,0.0011790899859858098,0.06096197396894832,1.9206459533132871,1
2008-10-08,3513.64990234375,39.33000183105469,-0.026110171950808763,-1.966283538274248,1.923828405633933,1
2008-10-10,3279.949951171875,39.33000183105469,-0.06882719192674666,-5.13961549731348,1.923828405633933,1
2008-10-13,3490.699951171875,46.4900016784668,0.06227411168951559,4.599546009541056,2.6833080071200826,1
2008-10-14,3518.64990234375,46.4900016784668,0.00797509038509584,0.5658184754825638,2.6833080071200826,1
2008-10-15,3338.39990234375,46.06999969482422,-0.052585744522390884,-3.93308226680422,2.638757316343804,1
2008-10-16,3269.300048828125,47.810001373291016,-0.020915711392244338,-1.5804011028949445,2.823323770185955,1
2008-10-17,3074.35009765625,46.720001220703125,-0.0614823810853935,-4.593989351362927,2.7077046501930258,1
2008-10-20,3122.800048828125,57.130001068115234,0.015636522334850276,1.134965547817078,3.8119201116557817,1
2008-10-21,3234.89990234375,56.0,0.03526793448565593,2.5933300969900777,3.692057991658493,1
2008-10-22,3065.14990234375,54.75,-0.053901509414070264,-4.0308268843758555,3.559467276282875,1
2008-10-23,2943.14990234375,54.970001220703125,-0.04061607280037005,-3.0438877060391487,3.582803371672104,1
